#separator:Tab
#html:true
#notetype:Basic
#deck:真经GRE等价词汇总2026
#tags column:3
accession	<b>遵守</b><br><br>等价词：acquiescence<br><br><small>第1天 · 原书第1页（PDF 第5页）<br>等价关系与释义按原资料，须结合题目语境理解。</small>	GRE2026 Day1
flexibility	<b>灵活性，适应性</b><br><br>等价词：adaptability, suppleness, malleability<br><br><small>第1天 · 原书第1页（PDF 第5页）<br>等价关系与释义按原资料，须结合题目语境理解。</small>	GRE2026 Day1
proficient	<b>精通的</b><br><br>等价词：adept<br><br><small>第1天 · 原书第1页（PDF 第5页）<br>等价关系与释义按原资料，须结合题目语境理解。</small>	GRE2026 Day1
disciple	<b>信徒</b><br><br>等价词：adherent<br><br><small>第1天 · 原书第1页（PDF 第5页）<br>等价关系与释义按原资料，须结合题目语境理解。</small>	GRE2026 Day1
nimble	<b>敏捷的</b><br><br>等价词：adroit dexterous, skillful<br><br><small>第1天 · 原书第1页（PDF 第5页）<br>等价关系与释义按原资料，须结合题目语境理解。</small>	GRE2026 Day1
approbation	<b>赞同</b><br><br>等价词：adulation, commendation<br><br><small>第1天 · 原书第1页（PDF 第5页）<br>等价关系与释义按原资料，须结合题目语境理解。</small>	GRE2026 Day1
antagonistic	<b>敌对的</b><br><br>等价词：adversarial, inimical<br><br><small>第1天 · 原书第1页（PDF 第5页）<br>等价关系与释义按原资料，须结合题目语境理解。</small>	GRE2026 Day1
easygoing	<b>悠闲的</b><br><br>等价词：affable<br><br><small>第1天 · 原书第1页（PDF 第5页）<br>等价关系与释义按原资料，须结合题目语境理解。</small>	GRE2026 Day1
kindred	<b>同类的，相似的</b><br><br>等价词：affiliated<br><br><small>第1天 · 原书第1页（PDF 第5页）<br>等价关系与释义按原资料，须结合题目语境理解。</small>	GRE2026 Day1
opulent	<b>富裕的</b><br><br>等价词：affluent<br><br><small>第1天 · 原书第1页（PDF 第5页）<br>等价关系与释义按原资料，须结合题目语境理解。</small>	GRE2026 Day1
exacerbate	<b>使恶化</b><br><br>等价词：aggravate<br><br><small>第1天 · 原书第1页（PDF 第5页）<br>等价关系与释义按原资料，须结合题目语境理解。</small>	GRE2026 Day1
unsettle	<b>使不安</b><br><br>等价词：alarm, disconcert<br><br><small>第1天 · 原书第1页（PDF 第5页）<br>等价关系与释义按原资料，须结合题目语境理解。</small>	GRE2026 Day1
beneficence	<b>慈善，善行</b><br><br>等价词：altruism<br><br><small>第1天 · 原书第1页（PDF 第5页）<br>等价关系与释义按原资料，须结合题目语境理解。</small>	GRE2026 Day1
benevolent	<b>仁慈的</b><br><br>等价词：altruistic, magnanimous<br><br><small>第1天 · 原书第1页（PDF 第5页）<br>等价关系与释义按原资料，须结合题目语境理解。</small>	GRE2026 Day1
wondrous	<b>奇妙的</b><br><br>等价词：amazing<br><br><small>第1天 · 原书第1页（PDF 第5页）<br>等价关系与释义按原资料，须结合题目语境理解。</small>	GRE2026 Day1
equivocal	<b>模棱两可的</b><br><br>等价词：ambiguous<br><br><small>第1天 · 原书第1页（PDF 第5页）<br>等价关系与释义按原资料，须结合题目语境理解。</small>	GRE2026 Day1
comparable	<b>相似的</b><br><br>等价词：analogous<br><br><small>第1天 · 原书第1页（PDF 第5页）<br>等价关系与释义按原资料，须结合题目语境理解。</small>	GRE2026 Day1
galvanize	<b>激励</b><br><br>等价词：animate, rouse<br><br><small>第1天 · 原书第2页（PDF 第6页）<br>等价关系与释义按原资料，须结合题目语境理解。</small>	GRE2026 Day1
aberration	<b>异常</b><br><br>等价词：anomaly<br><br><small>第1天 · 原书第2页（PDF 第6页）<br>等价关系与释义按原资料，须结合题目语境理解。</small>	GRE2026 Day1
irregularity	<b>异常</b><br><br>等价词：anomaly<br><br><small>第1天 · 原书第2页（PDF 第6页）<br>等价关系与释义按原资料，须结合题目语境理解。</small>	GRE2026 Day1
obscure	<b>1.不出名的 2.费解的3.使...费解</b><br><br>等价词：anonymous, opaque, obfuscate<br><br><small>第1天 · 原书第2页（PDF 第6页）<br>等价关系与释义按原资料，须结合题目语境理解。</small>	GRE2026 Day1
adversarial	<b>对立的</b><br><br>等价词：antagonistic<br><br><small>第1天 · 原书第2页（PDF 第6页）<br>等价关系与释义按原资料，须结合题目语境理解。</small>	GRE2026 Day1
inimical	<b>1.有害的 2.不友好的</b><br><br>等价词：antagonistic, deleterious<br><br><small>第1天 · 原书第2页（PDF 第6页）<br>等价关系与释义按原资料，须结合题目语境理解。</small>	GRE2026 Day1
predate	<b>早于</b><br><br>等价词：antedate, precede<br><br><small>第1天 · 原书第2页（PDF 第6页）<br>等价关系与释义按原资料，须结合题目语境理解。</small>	GRE2026 Day1
archaic	<b>古老的</b><br><br>等价词：antediluvian, outdated<br><br><small>第1天 · 原书第2页（PDF 第6页）<br>等价关系与释义按原资料，须结合题目语境理解。</small>	GRE2026 Day1
foresee	<b>预见</b><br><br>等价词：anticipate<br><br><small>第1天 · 原书第2页（PDF 第6页）<br>等价关系与释义按原资料，须结合题目语境理解。</small>	GRE2026 Day1
prefigure	<b>预示</b><br><br>等价词：anticipate<br><br><small>第1天 · 原书第2页（PDF 第6页）<br>等价关系与释义按原资料，须结合题目语境理解。</small>	GRE2026 Day1
indifferent	<b>冷漠</b><br><br>等价词：apathy<br><br><small>第1天 · 原书第2页（PDF 第6页）<br>等价关系与释义按原资料，须结合题目语境理解。</small>	GRE2026 Day1
palatable	<b>好吃的</b><br><br>等价词：appetizing<br><br><small>第1天 · 原书第2页（PDF 第6页）<br>等价关系与释义按原资料，须结合题目语境理解。</small>	GRE2026 Day1
extol	<b>赞扬</b><br><br>等价词：applaud<br><br><small>第1天 · 原书第2页（PDF 第6页）<br>等价关系与释义按原资料，须结合题目语境理解。</small>	GRE2026 Day1
fitting	<b>适合的</b><br><br>等价词：apposite<br><br><small>第1天 · 原书第2页（PDF 第6页）<br>等价关系与释义按原资料，须结合题目语境理解。</small>	GRE2026 Day1
commendation	<b>称赞</b><br><br>等价词：approbation<br><br><small>第1天 · 原书第2页（PDF 第6页）<br>等价关系与释义按原资料，须结合题目语境理解。</small>	GRE2026 Day1
adulation	<b>谄媚</b><br><br>等价词：approbation, sycophant<br><br><small>第1天 · 原书第2页（PDF 第6页）<br>等价关系与释义按原资料，须结合题目语境理解。</small>	GRE2026 Day1
pilfer	<b>偷窃</b><br><br>等价词：appropriate<br><br><small>第1天 · 原书第2页（PDF 第6页）<br>等价关系与释义按原资料，须结合题目语境理解。</small>	GRE2026 Day1
antediluvian	<b>过时的</b><br><br>等价词：archaic<br><br><small>第1天 · 原书第2页（PDF 第6页）<br>等价关系与释义按原资料，须结合题目语境理解。</small>	GRE2026 Day1
laborious	<b>勤劳的</b><br><br>等价词：arduous<br><br><small>第1天 · 原书第2页（PDF 第6页）<br>等价关系与释义按原资料，须结合题目语境理解。</small>	GRE2026 Day1
taxing	<b>费劲的</b><br><br>等价词：arduous<br><br><small>第1天 · 原书第2页（PDF 第6页）<br>等价关系与释义按原资料，须结合题目语境理解。</small>	GRE2026 Day1
hubris	<b>傲慢自大的</b><br><br>等价词：arrogance<br><br><small>第1天 · 原书第2页（PDF 第6页）<br>等价关系与释义按原资料，须结合题目语境理解。</small>	GRE2026 Day1
specious	<b>虚假的</b><br><br>等价词：artificial, forged, fabricated, spurious<br><br><small>第1天 · 原书第2页（PDF 第6页）<br>等价关系与释义按原资料，须结合题目语境理解。</small>	GRE2026 Day1
spurious	<b>虚假的</b><br><br>等价词：artificial, implausible<br><br><small>第1天 · 原书第2页（PDF 第6页）<br>等价关系与释义按原资料，须结合题目语境理解。</small>	GRE2026 Day1
simplicity	<b>简单，简朴</b><br><br>等价词：artlessness<br><br><small>第1天 · 原书第2页（PDF 第6页）<br>等价关系与释义按原资料，须结合题目语境理解。</small>	GRE2026 Day1
slur	<b>贬低</b><br><br>等价词：aspersion<br><br><small>第1天 · 原书第2页（PDF 第6页）<br>等价关系与释义按原资料，须结合题目语境理解。</small>	GRE2026 Day1
maintain	<b>断言</b><br><br>等价词：assert<br><br><small>第1天 · 原书第2页（PDF 第6页）<br>等价关系与释义按原资料，须结合题目语境理解。</small>	GRE2026 Day1
expansion	<b>扩张，增长</b><br><br>等价词：augmentation, burgeoning<br><br><small>第1天 · 原书第2页（PDF 第6页）<br>等价关系与释义按原资料，须结合题目语境理解。</small>	GRE2026 Day1
favorable	<b>有利的</b><br><br>等价词：auspicious<br><br><small>第1天 · 原书第2页（PDF 第6页）<br>等价关系与释义按原资料，须结合题目语境理解。</small>	GRE2026 Day1
propitious	<b>吉利的</b><br><br>等价词：auspicious<br><br><small>第1天 · 原书第2页（PDF 第6页）<br>等价关系与释义按原资料，须结合题目语境理解。</small>	GRE2026 Day1
spartan	<b>朴素的</b><br><br>等价词：austere<br><br><small>第1天 · 原书第2页（PDF 第6页）<br>等价关系与释义按原资料，须结合题目语境理解。</small>	GRE2026 Day1
abstemious	<b>有节制的</b><br><br>等价词：austere, moderate<br><br><small>第1天 · 原书第2页（PDF 第6页）<br>等价关系与释义按原资料，须结合题目语境理解。</small>	GRE2026 Day1
reflexive	<b>本能的，无意识的</b><br><br>等价词：automatic<br><br><small>第1天 · 原书第2页（PDF 第6页）<br>等价关系与释义按原资料，须结合题目语境理解。</small>	GRE2026 Day1
rapacious	<b>贪婪的</b><br><br>等价词：avaricious<br><br><small>第1天 · 原书第2页（PDF 第6页）<br>等价关系与释义按原资料，须结合题目语境理解。</small>	GRE2026 Day1
ungainly	<b>笨拙的，不优雅的</b><br><br>等价词：awkward<br><br><small>第1天 · 原书第2页（PDF 第6页）<br>等价关系与释义按原资料，须结合题目语境理解。</small>	GRE2026 Day1
stale	<b>陈旧的，厌倦的</b><br><br>等价词：banal<br><br><small>第1天 · 原书第2页（PDF 第6页）<br>等价关系与释义按原资料，须结合题目语境理解。</small>	GRE2026 Day1
raillery	<b>开玩笑</b><br><br>等价词：banter<br><br><small>第1天 · 原书第2页（PDF 第6页）<br>等价关系与释义按原资料，须结合题目语境理解。</small>	GRE2026 Day1
untenable	<b>站不住脚的</b><br><br>等价词：baseless<br><br><small>第1天 · 原书第2页（PDF 第6页）<br>等价关系与释义按原资料，须结合题目语境理解。</small>	GRE2026 Day1
indebted	<b>感激的</b><br><br>等价词：beholden<br><br><small>第1天 · 原书第2页（PDF 第6页）<br>等价关系与释义按原资料，须结合题目语境理解。</small>	GRE2026 Day1
mask	<b>掩饰</b><br><br>等价词：belie<br><br><small>第1天 · 原书第2页（PDF 第6页）<br>等价关系与释义按原资料，须结合题目语境理解。</small>	GRE2026 Day1
boon	<b>好处，恩惠</b><br><br>等价词：benefit, windfall<br><br><small>第1天 · 原书第3页（PDF 第7页）<br>等价关系与释义按原资料，须结合题目语境理解。</small>	GRE2026 Day1
altruistic	<b>无私的</b><br><br>等价词：benevolent<br><br><small>第1天 · 原书第3页（PDF 第7页）<br>等价关系与释义按原资料，须结合题目语境理解。</small>	GRE2026 Day1
signify	<b>表明</b><br><br>等价词：betoken<br><br><small>第1天 · 原书第3页（PDF 第7页）<br>等价关系与释义按原资料，须结合题目语境理解。</small>	GRE2026 Day1
orientation	<b>目标，态度</b><br><br>等价词：bias<br><br><small>第1天 · 原书第3页（PDF 第7页）<br>等价关系与释义按原资料，须结合题目语境理解。</small>	GRE2026 Day1
unimpeachable	<b>毋庸置疑的</b><br><br>等价词：blameless<br><br><small>第1天 · 原书第3页（PDF 第7页）<br>等价关系与释义按原资料，须结合题目语境理解。</small>	GRE2026 Day1
insipid	<b>枯燥乏味的</b><br><br>等价词：bland<br><br><small>第1天 · 原书第3页（PDF 第7页）<br>等价关系与释义按原资料，须结合题目语境理解。</small>	GRE2026 Day1
brandish	<b>炫耀</b><br><br>等价词：boast<br><br><small>第1天 · 原书第3页（PDF 第7页）<br>等价关系与释义按原资料，须结合题目语境理解。</small>	GRE2026 Day1
buttress	<b>支持</b><br><br>等价词：bolster<br><br><small>第1天 · 原书第3页（PDF 第7页）<br>等价关系与释义按原资料，须结合题目语境理解。</small>	GRE2026 Day1
appropriate	<b>挪用</b><br><br>等价词：borrow<br><br><small>第1天 · 原书第3页（PDF 第7页）<br>等价关系与释义按原资料，须结合题目语境理解。</small>	GRE2026 Day1
boast	<b>吹嘘，自夸</b><br><br>等价词：brandish<br><br><small>第1天 · 原书第3页（PDF 第7页）<br>等价关系与释义按原资料，须结合题目语境理解。</small>	GRE2026 Day1
economy	<b>节约</b><br><br>等价词：brevity<br><br><small>第1天 · 原书第3页（PDF 第7页）<br>等价关系与释义按原资料，须结合题目语境理解。</small>	GRE2026 Day1
splendor	<b>华丽，显赫</b><br><br>等价词：brilliance<br><br><small>第1天 · 原书第3页（PDF 第7页）<br>等价关系与释义按原资料，须结合题目语境理解。</small>	GRE2026 Day1
tolerate	<b>容许</b><br><br>等价词：brook<br><br><small>第1天 · 原书第3页（PDF 第7页）<br>等价关系与释义按原资料，须结合题目语境理解。</small>	GRE2026 Day1
pastoral	<b>乡村的</b><br><br>等价词：bucolic<br><br><small>第1天 · 原书第3页（PDF 第7页）<br>等价关系与释义按原资料，须结合题目语境理解。</small>	GRE2026 Day1
nascent	<b>刚出现的</b><br><br>等价词：budding, unformed<br><br><small>第1天 · 原书第3页（PDF 第7页）<br>等价关系与释义按原资料，须结合题目语境理解。</small>	GRE2026 Day1
insulatedfrom	<b>与…隔绝</b><br><br>等价词：bufferedagainst<br><br><small>第1天 · 原书第3页（PDF 第7页）<br>等价关系与释义按原资料，须结合题目语境理解。</small>	GRE2026 Day1
onerous	<b>繁重的</b><br><br>等价词：burdensome<br><br><small>第1天 · 原书第3页（PDF 第7页）<br>等价关系与释义按原资料，须结合题目语境理解。</small>	GRE2026 Day1
no-nonsense	<b>严肃的，高效干练的</b><br><br>等价词：businesslike<br><br><small>第1天 · 原书第3页（PDF 第7页）<br>等价关系与释义按原资料，须结合题目语境理解。</small>	GRE2026 Day1
bolster	<b>支持</b><br><br>等价词：buttress, prop up<br><br><small>第1天 · 原书第3页（PDF 第7页）<br>等价关系与释义按原资料，须结合题目语境理解。</small>	GRE2026 Day1
circumvent	<b>避开</b><br><br>等价词：bypass, sidestep, skirt<br><br><small>第1天 · 原书第3页（PDF 第7页）<br>等价关系与释义按原资料，须结合题目语境理解。</small>	GRE2026 Day1
deliberate	<b>故意的</b><br><br>等价词：calculated<br><br><small>第1天 · 原书第3页（PDF 第7页）<br>等价关系与释义按原资料，须结合题目语境理解。</small>	GRE2026 Day1
heartless	<b>残酷的</b><br><br>等价词：callous<br><br><small>第1天 · 原书第3页（PDF 第7页）<br>等价关系与释义按原资料，须结合题目语境理解。</small>	GRE2026 Day1
solidarity	<b>团结</b><br><br>等价词：camaraderie<br><br><small>第1天 · 原书第3页（PDF 第7页）<br>等价关系与释义按原资料，须结合题目语境理解。</small>	GRE2026 Day1
mimic	<b>1.模仿 2.和…相似</b><br><br>等价词：camouflage, replicate<br><br><small>第1天 · 原书第3页（PDF 第7页）<br>等价关系与释义按原资料，须结合题目语境理解。</small>	GRE2026 Day1
formulaic	<b>老套的，公式化的</b><br><br>等价词：canned<br><br><small>第1天 · 原书第3页（PDF 第7页）<br>等价关系与释义按原资料，须结合题目语境理解。</small>	GRE2026 Day1
deft	<b>灵巧的</b><br><br>等价词：canny<br><br><small>第1天 · 原书第3页（PDF 第7页）<br>等价关系与释义按原资料，须结合题目语境理解。</small>	GRE2026 Day1
shrewd	<b>精明的</b><br><br>等价词：canny, artful<br><br><small>第1天 · 原书第3页（PDF 第7页）<br>等价关系与释义按原资料，须结合题目语境理解。</small>	GRE2026 Day1
arbitrary	<b>随意的，武断的</b><br><br>等价词：capricious<br><br><small>第1天 · 原书第3页（PDF 第7页）<br>等价关系与释义按原资料，须结合题目语境理解。</small>	GRE2026 Day1
whimsical	<b>难以预测的</b><br><br>等价词：capricious<br><br><small>第1天 · 原书第3页（PDF 第7页）<br>等价关系与释义按原资料，须结合题目语境理解。</small>	GRE2026 Day1
impulsive	<b>冲动的</b><br><br>等价词：capricious, hasty<br><br><small>第1天 · 原书第3页（PDF 第7页）<br>等价关系与释义按原资料，须结合题目语境理解。</small>	GRE2026 Day1
secure	<b>获得</b><br><br>等价词：capture, earn<br><br><small>第1天 · 原书第3页（PDF 第7页）<br>等价关系与释义按原资料，须结合题目语境理解。</small>	GRE2026 Day1
vigilant	<b>警惕的</b><br><br>等价词：careful<br><br><small>第1天 · 原书第3页（PDF 第7页）<br>等价关系与释义按原资料，须结合题目语境理解。</small>	GRE2026 Day1
chastise	<b>严厉批评</b><br><br>等价词：castigate<br><br><small>第1天 · 原书第3页（PDF 第7页）<br>等价关系与释义按原资料，须结合题目语境理解。</small>	GRE2026 Day1
shriek	<b>尖叫</b><br><br>等价词：caterwaul<br><br><small>第1天 · 原书第3页（PDF 第7页）<br>等价关系与释义按原资料，须结合题目语境理解。</small>	GRE2026 Day1
relinquish	<b>放弃</b><br><br>等价词：cede<br><br><small>第1天 · 原书第3页（PDF 第7页）<br>等价关系与释义按原资料，须结合题目语境理解。</small>	GRE2026 Day1
dispatch	<b>迅速</b><br><br>等价词：celerity<br><br><small>第1天 · 原书第3页（PDF 第7页）<br>等价关系与释义按原资料，须结合题目语境理解。</small>	GRE2026 Day1
disapprobation	<b>谴责</b><br><br>等价词：censure<br><br><small>第1天 · 原书第3页（PDF 第7页）<br>等价关系与释义按原资料，须结合题目语境理解。</small>	GRE2026 Day1
defend	<b>为…做辩护</b><br><br>等价词：champion<br><br><small>第1天 · 原书第3页（PDF 第7页）<br>等价关系与释义按原资料，须结合题目语境理解。</small>	GRE2026 Day1
espouse	<b>拥护</b><br><br>等价词：champion, advocate, defend<br><br><small>第1天 · 原书第3页（PDF 第7页）<br>等价关系与释义按原资料，须结合题目语境理解。</small>	GRE2026 Day1
allure	<b>引诱</b><br><br>等价词：charm<br><br><small>第1天 · 原书第3页（PDF 第7页）<br>等价关系与释义按原资料，须结合题目语境理解。</small>	GRE2026 Day1
castigate	<b>严厉批评</b><br><br>等价词：chastise<br><br><small>第1天 · 原书第4页（PDF 第8页）<br>等价关系与释义按原资料，须结合题目语境理解。</small>	GRE2026 Day1
stem	<b>阻止</b><br><br>等价词：check<br><br><small>第1天 · 原书第4页（PDF 第8页）<br>等价关系与释义按原资料，须结合题目语境理解。</small>	GRE2026 Day1
prudent	<b>审慎的</b><br><br>等价词：circumspect, provident<br><br><small>第1天 · 原书第4页（PDF 第8页）<br>等价关系与释义按原资料，须结合题目语境理解。</small>	GRE2026 Day1
contingent	<b>取决于</b><br><br>等价词：circumstantial<br><br><small>第1天 · 原书第4页（PDF 第8页）<br>等价关系与释义按原资料，须结合题目语境理解。</small>	GRE2026 Day1
sidestep	<b>回避</b><br><br>等价词：circumvent<br><br><small>第1天 · 原书第4页（PDF 第8页）<br>等价关系与释义按原资料，须结合题目语境理解。</small>	GRE2026 Day1
bypass	<b>避开</b><br><br>等价词：circumvent, skirt<br><br><small>第1天 · 原书第4页（PDF 第8页）<br>等价关系与释义按原资料，须结合题目语境理解。</small>	GRE2026 Day1
comity	<b>友谊</b><br><br>等价词：civility<br><br><small>第1天 · 原书第4页（PDF 第8页）<br>等价关系与释义按原资料，须结合题目语境理解。</small>	GRE2026 Day1
covert	<b>秘密的</b><br><br>等价词：clandestine<br><br><small>第1天 · 原书第4页（PDF 第8页）<br>等价关系与释义按原资料，须结合题目语境理解。</small>	GRE2026 Day1
archetypical	<b>典型的</b><br><br>等价词：classic<br><br><small>第1天 · 原书第4页（PDF 第8页）<br>等价关系与释义按原资料，须结合题目语境理解。</small>	GRE2026 Day1
orderly	<b>有秩序的</b><br><br>等价词：coherent<br><br><small>第1天 · 原书第4页（PDF 第8页）<br>等价关系与释义按原资料，须结合题目语境理解。</small>	GRE2026 Day1
immense	<b>巨大的</b><br><br>等价词：colossal<br><br><small>第1天 · 原书第4页（PDF 第8页）<br>等价关系与释义按原资料，须结合题目语境理解。</small>	GRE2026 Day1
meld	<b>混合</b><br><br>等价词：combine<br><br><small>第1天 · 原书第4页（PDF 第8页）<br>等价关系与释义按原资料，须结合题目语境理解。</small>	GRE2026 Day1
civility	<b>礼貌</b><br><br>等价词：comity<br><br><small>第1天 · 原书第4页（PDF 第8页）<br>等价关系与释义按原资料，须结合题目语境理解。</small>	GRE2026 Day1
equivalent	<b>相同的，等价的</b><br><br>等价词：commensurate<br><br><small>第1天 · 原书第4页（PDF 第8页）<br>等价关系与释义按原资料，须结合题目语境理解。</small>	GRE2026 Day1
unremarkable	<b>普通的</b><br><br>等价词：commonplace<br><br><small>第1天 · 原书第4页（PDF 第8页）<br>等价关系与释义按原资料，须结合题目语境理解。</small>	GRE2026 Day1
analogous	<b>类似的</b><br><br>等价词：comparable<br><br><small>第1天 · 原书第4页（PDF 第8页）<br>等价关系与释义按原资料，须结合题目语境理解。</small>	GRE2026 Day1
offset	<b>补偿，抵消</b><br><br>等价词：compensate<br><br><small>第1天 · 原书第4页（PDF 第8页）<br>等价关系与释义按原资料，须结合题目语境理解。</small>	GRE2026 Day1
placidity	<b>满足，平和</b><br><br>等价词：complacency<br><br><small>第1天 · 原书第4页（PDF 第8页）<br>等价关系与释义按原资料，须结合题目语境理解。</small>	GRE2026 Day1
tractable	<b>驯服的，温顺的</b><br><br>等价词：compliant<br><br><small>第1天 · 原书第4页（PDF 第8页）<br>等价关系与释义按原资料，须结合题目语境理解。</small>	GRE2026 Day1
knotty	<b>复杂的，棘手的</b><br><br>等价词：complicated<br><br><small>第1天 · 原书第4页（PDF 第8页）<br>等价关系与释义按原资料，须结合题目语境理解。</small>	GRE2026 Day1
acknowledge	<b>承认</b><br><br>等价词：concede<br><br><small>第1天 · 原书第4页（PDF 第8页）<br>等价关系与释义按原资料，须结合题目语境理解。</small>	GRE2026 Day1
plausible	<b>1.真实的 2.看似真实（但实际虚假)</b><br><br>等价词：conceivable<br><br><small>第1天 · 原书第4页（PDF 第8页）<br>等价关系与释义按原资料，须结合题目语境理解。</small>	GRE2026 Day1
decry	<b>公开谴责</b><br><br>等价词：condemn<br><br><small>第1天 · 原书第4页（PDF 第8页）<br>等价关系与释义按原资料，须结合题目语境理解。</small>	GRE2026 Day1
meet	<b>合适的</b><br><br>等价词：condign<br><br><small>第1天 · 原书第4页（PDF 第8页）<br>等价关系与释义按原资料，须结合题目语境理解。</small>	GRE2026 Day1
circumscribe	<b>限制</b><br><br>等价词：confine, limit<br><br><small>第1天 · 原书第4页（PDF 第8页）<br>等价关系与释义按原资料，须结合题目语境理解。</small>	GRE2026 Day1
hew to	<b>遵守</b><br><br>等价词：conformto<br><br><small>第1天 · 原书第4页（PDF 第8页）<br>等价关系与释义按原资料，须结合题目语境理解。</small>	GRE2026 Day1
squarewith	<b>与…一致</b><br><br>等价词：conformto<br><br><small>第1天 · 原书第4页（PDF 第8页）<br>等价关系与释义按原资料，须结合题目语境理解。</small>	GRE2026 Day1
flummox	<b>使困惑</b><br><br>等价词：confound<br><br><small>第1天 · 原书第4页（PDF 第8页）<br>等价关系与释义按原资料，须结合题目语境理解。</small>	GRE2026 Day1
perplex	<b>迷惑</b><br><br>等价词：confound, baffle<br><br><small>第1天 · 原书第4页（PDF 第8页）<br>等价关系与释义按原资料，须结合题目语境理解。</small>	GRE2026 Day1
muddle	<b>使..混乱</b><br><br>等价词：confuse<br><br><small>第1天 · 原书第4页（PDF 第8页）<br>等价关系与释义按原资料，须结合题目语境理解。</small>	GRE2026 Day1
speculation	<b>推测</b><br><br>等价词：conjecture<br><br><small>第1天 · 原书第4页（PDF 第8页）<br>等价关系与释义按原资料，须结合题目语境理解。</small>	GRE2026 Day1
obtrusive	<b>惹眼的</b><br><br>等价词：conspicuous<br><br><small>第1天 · 原书第4页（PDF 第8页）<br>等价关系与释义按原资料，须结合题目语境理解。</small>	GRE2026 Day1
prominent	<b>显著的</b><br><br>等价词：conspicuous, salient<br><br><small>第1天 · 原书第4页（PDF 第8页）<br>等价关系与释义按原资料，须结合题目语境理解。</small>	GRE2026 Day1
deter	<b>阻止</b><br><br>等价词：constrain<br><br><small>第1天 · 原书第4页（PDF 第8页）<br>等价关系与释义按原资料，须结合题目语境理解。</small>	GRE2026 Day1
ponder	<b>深思熟虑</b><br><br>等价词：contemplate<br><br><small>第1天 · 原书第4页（PDF 第8页）<br>等价关系与释义按原资料，须结合题目语境理解。</small>	GRE2026 Day1
